RA	DEC	MAG
108.06592133	-40.49877843	5.33
108.10076225	-27.47473692	6.65
108.10762542	-36.54439953	5.90
108.10994955	24.12870291	5.94
108.14058722	-46.75956448	4.56
108.19307581	-57.49069461	6.66
108.20449197	27.22506034	6.57
108.26752066	31.96549921	6.92
108.27998092	-11.25136060	5.90
108.30382505	47.60703083	6.83
108.30571289	-45.18252474	4.88
108.32662942	-0.25951829	6.76
108.34277923	16.15906775	5.00
108.34747243	51.42871249	5.52
108.34904350	13.76299253	6.77
108.35003994	-22.67414589	6.12
108.38429537	-44.64052957	4.15
108.40188094	-27.35637407	6.03
108.41618496	-53.66781817	6.68
108.44681424	-31.08364341	6.52
108.45161454	-22.90578603	6.27
108.48891963	-30.33980156	6.26
108.49148216	-50.47162036	6.77
108.49163280	71.81653915	6.53
108.54529505	-3.90175914	6.06
108.56340179	-26.35251617	4.38
108.56467751	-9.94753938	6.06
108.58360689	3.11142128	5.53
108.61061674	24.71116439	6.88
108.61773082	-10.31624854	5.96
108.63604311	12.11586588	5.87
108.65893526	-48.27192832	4.73
108.67476926	24.88520186	5.95
108.69177379	-46.84967225	5.69
108.70275679	-26.77268601	3.99
108.71328410	-27.03792355	5.74
108.73812657	-41.42641755	5.89
108.83088379	-0.16129299	6.58
108.83783435	-30.68647453	5.30
108.83861519	-52.49951781	6.13
108.84999908	-42.08803105	6.98
108.87127331	-58.54263984	6.92
108.90736947	45.40954087	6.67
108.91423401	7.97773709	5.80
108.93009963	-10.58360286	6.11
108.94710380	-23.74031161	6.34
108.95880519	47.24041621	5.67
108.97924939	59.63809569	5.37
108.98448820	-16.23537322	6.82
108.98823076	27.89742666	5.84
109.06075146	-15.58565483	5.49
109.06446675	-46.77461104	5.79
109.13273708	-38.31894033	5.76
109.14583928	-27.88127313	4.73
109.15348700	-23.31560155	4.95
109.15990595	-23.31105320	6.10
109.18560312	16.14706747	6.85
109.20589876	-36.59264813	4.97
109.20762844	-67.95717248	4.12
109.23839680	-30.89694595	6.37
109.26401639	26.68980471	6.54
109.27899207	-12.03376909	6.76
109.28568399	-37.09748689	2.83
109.32416101	6.68099495	6.61
109.36089873	-38.91344148	6.92
109.37323947	-46.98066437	6.83
109.37726248	31.69810596	6.73
109.38198949	-6.68002620	6.41
109.39050118	52.13111463	6.09
109.41048910	9.29236217	6.83
109.42770486	38.87633600	6.64
109.45005353	-26.79755949	6.39
109.50927066	40.88336298	5.93
109.51705909	30.95592678	6.19
109.51773775	-43.98677255	5.82
109.52336162	16.54047526	3.61
109.55116580	-22.33933352	6.86
109.57667037	-36.73396660	4.67
109.63324602	49.46474619	5.05
109.63376743	-32.34685346	6.96
109.63920012	-30.79879833	6.95
109.63966607	-39.21030701	5.26
109.65913632	-36.74274935	5.06
109.66825335	-24.55870761	4.86
109.67703283	-24.95438447	4.33
109.71366298	-26.58587077	5.46
109.73129370	0.07948317	6.83
109.75800519	-19.28031128	6.21
109.76538826	-17.21314045	6.96
109.80319902	-24.95572192	6.75
109.80706646	-33.72714600	6.46
109.82541810	-58.05236020	6.81
109.82673611	-17.52487866	6.70
109.84321714	2.74071985	6.06
109.86700585	-16.39491266	5.79
109.88465610	-61.14499827	6.91
109.94837319	7.14309133	6.03
109.97017445	59.25293915	6.88
110.02827256	-3.91453185	6.87
110.02849829	15.14297247	6.46
110.03078890	21.98233941	3.60
110.08940661	-52.31188250	5.61
110.09575798	-56.29479639	6.61
110.12946983	0.40363429	6.88
110.13565302	-26.70034238	6.81
110.16172862	-52.08592527	5.36
110.16258840	-52.19871393	6.90
110.18201074	3.58167614	6.82
110.20821260	-51.40472371	6.83
110.22122933	-22.85043997	6.55
110.22882941	-26.96385160	5.94
110.24288294	-14.36048847	5.75
110.26297004	42.65599942	6.47
110.26808505	-25.89167605	5.91
110.31997526	-8.87754267	6.67
110.32308085	45.22817039	5.83
110.34237633	-48.52711555	6.81
110.39430165	-5.89719400	6.57
110.42132393	-61.95148186	6.89
110.46142955	75.08963038	6.98
110.48708081	20.44371648	5.21
110.50853709	-8.97941188	6.35
110.51120175	36.76063782	5.29
110.51448965	0.17712559	5.97
110.55587170	38.99603466	6.56
110.55637515	-19.01658444	4.95
110.56836086	-35.91647377	6.80
110.57161024	59.90195861	6.43
110.57746520	-2.97915985	6.37
110.59622798	-20.50667155	6.86
110.60582057	-5.98280807	5.91
110.61790366	0.70095228	6.59
110.62857354	-0.25933144	6.77
110.64856824	-32.04602490	6.77
110.71188704	55.28439308	6.96
110.71692703	55.28146955	5.78
110.75292901	-31.92379021	5.36
110.75579824	15.35892961	6.82
110.76928744	18.27351374	6.88
110.77884347	-70.63667142	6.92
110.83167331	-36.34016723	6.70
110.86730662	22.94543651	6.18
110.86897550	25.05060041	5.19
110.87072892	-27.83428348	5.50
110.88291983	-32.20207858	5.34
110.97441705	-17.41338174	6.94
110.97682120	-30.21702088	6.54
110.99309051	-35.83786094	6.27
111.02377104	-29.30311979	2.42
111.03333062	-28.82789633	6.74
111.03529509	40.67244066	5.38
111.03951541	-58.49228286	6.72
111.07182051	-22.91276481	6.18
111.11520374	15.51719894	6.41
111.13935024	27.63781901	5.86
111.15463980	-71.47075644	6.53
111.16745993	-16.20142374	5.17
111.18278416	-31.80892621	5.50
111.19735096	-37.29126075	6.22
111.21201745	-19.01228875	6.34
111.23782838	51.88734396	5.91
111.24245464	11.66955984	5.41
111.27835392	-14.88323228	6.79
111.28319954	-21.17386366	6.82
111.28515547	-13.75197556	5.88
111.33323471	-21.98259839	6.11
111.34154368	81.25753345	6.29
111.35530599	-25.21776450	5.76
111.40911866	-79.09420265	5.69
111.41207798	9.27611835	5.16
111.42910652	-31.73873180	6.25
111.43198371	27.79828561	3.95
111.46334907	-5.77495377	6.14
111.46653195	48.54783287	6.76
111.48375662	-14.17875570	6.83
111.51412682	-4.53733398	6.78
111.59106537	-51.01849597	5.26
111.61586607	10.60806626	6.41
111.64928274	-13.18897894	6.93
111.66954491	-23.71262489	6.63
111.67173733	11.00885807	6.35
111.67696453	-34.14070792	5.85
111.67858726	49.21164489	4.62
111.71020387	21.53571074	6.64
111.73470421	20.25758199	6.02
111.74387401	43.25844467	6.81
111.74786303	-23.08603328	5.57
111.78329832	-17.86486511	5.69
111.78780121	8.28940893	2.85
111.78799793	11.95500568	6.74
111.85722164	-51.40259511	6.86
111.85767998	66.33164165	6.46
111.89369829	-18.49187627	6.89
111.91892864	22.14147150	6.87
111.92891065	-22.85919757	5.95
111.93497685	21.44554856	5.34
111.96526084	-11.55686168	5.92
111.99653073	-29.15590180	5.54
112.00800583	-26.83899600	6.39
112.00865288	6.94207694	5.29
112.03605769	46.52181254	6.90
112.04095607	8.92550376	4.46
112.04756880	-58.07288277	6.68
112.04840993	45.99063036	6.90
112.09576437	-37.81005448	6.57
112.14311596	-10.04375765	6.60
112.16621622	27.55287954	6.52
112.17100056	-29.11862273	6.84
112.18154796	47.92093093	6.64
112.19690819	15.10985983	6.23
112.21316505	-31.84841156	5.89
112.21417299	-64.50978410	6.50
112.21452104	48.18403758	5.68
112.21942210	46.31477733	6.58
112.23620137	-34.91839048	6.88
112.27050532	-31.45622952	5.72
112.27379583	-38.81210490	5.35
112.27754045	31.78407932	4.25
112.29721613	12.76006690	6.65
112.30782630	-43.30189129	3.38
112.32781398	-1.90530704	5.73
112.32856320	6.58209095	6.75
112.33526392	28.11840380	5.12
112.34156903	-14.99809455	6.15
112.34212843	-10.32665700	5.86
112.35670842	-7.55147431	5.97
112.37804982	19.63318126	6.89
112.44909205	12.00661101	4.71
112.45325480	27.91619925	5.18
112.46422560	-23.02429924	4.92
112.48273588	49.67266207	5.46
112.49893731	-52.65128759	6.03
112.50901656	-19.52664927	6.85
112.57739469	-40.98917348	6.71
112.61915446	-50.60901444	6.55
112.62877606	-54.39943169	6.04
112.64003510	5.25466063	6.93
112.67739849	-37.33949152	6.79
112.67754202	-30.96228313	4.80
112.69778697	-9.77689783	6.98
112.71307331	-5.22648597	6.42
112.71958057	68.46572700	5.80
112.73664718	51.99876677	6.86
112.74462703	-10.10751888	6.72
112.76866761	82.41156871	4.91
112.78664351	11.20301302	6.54
112.82232417	-1.12585847	6.74
112.85740224	-36.15327279	6.63
112.92794306	-35.88782381	6.59
112.95154548	17.08622915	5.62
112.98193320	38.89612387	6.59
112.99243757	-5.94264599	7.00
112.99687271	12.66139818	6.68
113.00931943	61.75807258	6.85
113.01123157	2.72542922	6.89
113.02423825	-8.88091851	6.03
113.02479230	1.91448227	5.31
113.09283885	-35.96119858	6.33
113.14387223	21.40784578	6.97
113.19232051	-53.55526247	6.95
113.20568960	-2.03434617	6.82
113.21099951	22.88764436	6.69
113.29074012	-24.71078019	5.90
113.29864650	3.29027472	5.67
113.30487698	-40.05853613	6.23
113.30550994	-43.08613560	6.68
113.33145749	-19.41235409	5.81
113.34087991	-68.76849931	6.62
113.34244701	-14.33830668	6.20
113.35265917	15.63914844	6.81
113.35345342	37.18788282	6.57
113.36383953	-50.58426823	6.66
113.36456615	11.01175145	6.82
113.40207910	15.82669239	5.29
113.44986614	-14.52390109	4.94
113.45937162	-43.11373014	6.73
113.46270622	-36.33840157	5.38
113.46469859	51.31420147	6.59
113.46826726	-28.56774711	6.84
113.49296618	-39.90593249	6.92
113.51335813	-22.29618077	4.55
113.52075734	10.56811357	6.29
113.55360344	-33.46358395	6.19
113.55399386	-20.13741922	6.86
113.55502049	-16.18809032	6.85
113.56622524	3.37173632	5.83
113.57780754	-23.47366319	5.17
113.62022447	-26.11678230	6.65
113.62049049	-13.87040541	6.81
113.63162197	28.68657708	6.82
113.64510631	-27.01244868	5.94
113.65001898	31.88863645	1.58
113.66493572	-51.47453780	6.32
113.66594150	80.89668988	6.70
113.68225222	-44.69205360	6.89
113.69259291	2.72551181	6.62
113.71281461	-44.29614752	6.81
113.73932893	3.27651680	6.73
113.74793381	4.43952080	6.99
113.78673794	30.96091010	5.51
113.84025431	-74.27500789	6.33
113.84557180	-28.36927798	4.61
113.85517997	7.57996972	6.68
113.88994535	-26.62869383	6.66
113.91541745	-52.53380809	5.07
113.97653764	-23.54870168	6.94
113.98071783	26.89600343	4.17
113.98332747	43.03108733	6.46
114.00674600	-55.88773325	6.56
114.01444450	-57.29603131	6.81
114.01623979	-14.49277322	5.63
114.01745387	-77.63414808	6.79
114.03092100	-22.16047711	6.56
114.06945503	-8.31131007	6.39
114.08027256	-69.05657595	6.88
114.10875774	-54.18719656	6.84
114.13190951	46.18036783	5.75
114.13259979	-25.33279413	6.83
114.14487545	5.86210427	6.02
114.17099481	-19.70235325	5.65
114.17190034	-14.44361943	6.69
114.18302388	-48.83016970	5.69
114.19602820	55.75515475	6.10
114.25055058	-21.39403023	6.86
114.27275147	20.15707707	6.89
114.27388896	16.90425503	6.86
114.31971063	-4.11102250	5.24
114.32055484	-23.77541233	6.47
114.32418974	40.02550216	6.43
114.34216663	-34.96857044	4.51
114.37708491	18.91801725	6.93
114.41168716	-14.44076528	6.53
114.42333521	1.92839535	6.89
114.43673821	-35.27720360	6.76
114.43762447	-38.01057175	6.51
114.45958691	14.34063643	6.74
114.46202054	14.04220241	6.78
114.46486601	-6.95800046	6.94
114.47449454	48.77391150	5.98
114.48986714	-32.13117905	6.79
114.55984487	24.36039278	6.46
114.57519746	-25.36478805	4.65
114.57588221	-48.60144811	5.79
114.60009972	-39.99195849	6.60
114.63552537	-38.78140103	6.36
114.63681646	35.04848403	5.74
114.65570114	-56.22936472	6.90
114.68293452	-36.49684165	5.73
114.70783872	-26.80389240	3.74
114.73658871	-0.26042123	6.85
114.75139782	-53.27337970	6.02
114.77960698	-18.67840404	6.70
114.79148501	34.58463287	4.99
114.80003143	24.22252771	6.20
114.80195476	53.90079086	6.69
114.82001187	-49.05140511	6.94
114.82724194	5.22750767	0.46
114.85081931	-16.84725474	6.53
114.86243597	-26.86309474	6.47
114.86397492	-38.30806020	4.78
114.86912974	17.67451551	5.15
114.87438779	-26.91898650	6.74
114.93262285	-38.13932810	5.69
114.94951052	-38.26067563	5.74
114.97540702	32.00982411	6.24
114.99163231	-37.57941274	6.00
115.05638028	-19.66089028	6.09
115.05664983	41.16348337	6.82
115.06134304	38.34456671	5.86
115.08128958	-78.38757067	6.70
115.08317927	-39.42088694	6.83
115.08758062	-11.75251794	6.59
115.09671685	-15.26385208	5.11
115.10944629	-30.07976226	6.96
115.12954787	87.02015634	5.13
115.14796501	-8.18535824	6.07
115.18082454	-27.94536710	6.71
115.19660870	13.77126983	6.38
115.20428882	4.07204226	6.65
115.20649105	57.08287527	6.23
115.21797898	-54.70704448	6.77
115.21915972	-31.66117313	6.76
115.24384521	23.01855829	6.05
115.30185616	48.13185153	5.75
115.31198612	-9.55108315	4.10
115.31595047	-38.53357185	5.37
115.34051593	-44.63217873	6.41
115.34802203	-22.33675243	6.23
115.39648613	3.62482750	5.95
115.44040298	-22.40420798	6.97
115.44957092	54.76578948	6.98
115.45498347	-72.60613528	4.11
115.46611813	13.48051383	5.86
115.49184725	-38.52839447	6.52
115.51341314	14.20852972	5.59
115.52778322	-30.18632425	6.90
115.54259877	-58.63093533	6.38
115.54847315	-55.17898205	6.91
115.58060328	30.16786631	6.84
115.67072490	-42.56745535	6.98
115.68169569	34.00022479	6.15
115.70064325	-26.35125398	5.80
115.72235259	-58.23015202	6.37
115.73453941	-21.99443385	6.99
115.73817103	-45.17177284	5.19
115.74560765	-17.06167656	6.68
115.75190700	58.71048707	4.98
115.76276579	-27.66841012	6.99
115.77257360	0.18936449	6.34
115.77906361	-49.99296045	6.60
115.79999230	-36.05012400	5.56
115.82785545	28.88407170	4.40
115.83835851	4.94580067	6.65
115.83975980	-52.16450303	6.81
115.84247968	22.39943231	6.40
115.88498187	-28.41095714	4.73
115.91296944	-25.50383857	6.58
115.92428224	-40.93332961	5.29
115.92888042	-38.20191748	6.38
115.94965675	-40.30932809	6.54
115.95196716	-28.95483520	4.02
116.01744892	50.43386115	5.31
116.02884762	25.78421056	5.42
116.03185066	2.40544316	6.53
116.04059732	-36.06271326	5.87
116.05256920	-50.45707517	6.75
116.05456897	-69.82161624	6.16
116.05860871	12.86011602	6.56
116.11195237	24.39812929	3.73
116.14238612	-24.67409186	5.55
116.14249707	-37.94295545	5.85
116.16763314	-47.00849198	6.74
116.18282329	-66.07204846	6.54
116.23404331	39.55802931	6.86
116.26992147	-37.88788349	6.50
116.28890605	20.31604867	6.54
116.30128775	-4.45385831	6.97
116.31376631	-37.96859848	3.72
116.32521067	-43.75255904	6.00
116.33068263	28.02631031	1.29
116.36408923	-37.59631429	6.98
116.36975907	-14.68611378	6.97
116.37142428	-14.69048507	6.10
116.39657467	-34.17655092	5.48
116.39800467	-56.72259670	6.19
116.46607741	-24.25606945	6.69
116.48698643	-14.56382026	5.12
116.50900614	-6.77228458	5.64
116.53122379	18.51016877	5.00
116.54399474	-37.93370008	5.84
116.56757952	10.76831128	5.26
116.61442348	62.83067078	6.57
116.63932313	-40.05952932	6.52
116.63937426	-37.77249301	6.45
116.66358038	37.51736326	5.23
116.66682971	65.45563092	6.10
116.68633286	-12.67531262	6.40
116.73627350	-52.34717802	6.89
116.75181115	64.05201517	6.80
116.77405856	-39.33103329	6.28
116.77997441	-41.50374024	6.88
116.80232686	-22.51953536	5.83
116.81091375	-36.07366604	6.62
116.85416576	-38.51115599	5.04
116.87640290	33.41576665	5.23
116.87726362	-81.59653504	6.83
116.88129103	-46.60850937	5.17
116.89672586	-47.01297678	6.95
116.91053163	-15.99069738	6.49
116.93838574	-16.01448125	6.48
116.98659214	-12.19289276	5.58
117.01424811	5.40987484	6.73
117.02156206	-25.93718054	4.44
117.03562523	-40.65231342	6.20
117.05203349	-24.57721426	6.85
117.06274753	-54.71426992	6.79
117.08127238	-56.47109287	6.46
117.08436527	-47.07753199	4.86
117.09415874	18.33683542	6.86
117.14019136	23.14098449	6.30
117.17387021	-31.61783734	6.94
117.24579975	4.33370373	6.68
117.25706910	-24.91224336	5.45
117.25755784	13.37188806	6.23
117.27573517	-11.18115840	6.81
117.27800960	-56.41038485	5.74
117.30361005	-46.85774089	5.77
117.30394188	-60.28402896	5.87
117.30957923	-46.37322729	4.03
117.30963083	-40.70107679	6.47
117.31105571	-35.24330796	5.93
117.32357809	-24.85978401	3.51
117.36797937	-44.75122662	6.48
117.37003744	-13.35292144	6.21
117.38465527	12.81429540	6.59
117.39761883	-33.28895425	5.70
117.41657954	-14.08535729	6.45
117.41999560	-19.50548358	6.65
117.42081658	-66.19597303	5.77
117.42153403	-17.22812300	5.33
117.43868792	-20.20731485	6.66
117.44887148	26.26384791	6.98
117.45954039	-36.09350875	6.88
117.47821011	-60.05146778	6.89
117.48759205	28.19878472	6.81
117.49637277	-23.79824265	6.80
117.52364147	-19.52356224	6.28
117.53270188	60.34208833	6.82
117.54406881	-9.18344160	5.78
117.55633485	39.77078432	6.90
117.59951934	-50.50936470	6.06
117.67715212	-44.57997832	6.61
117.69733913	3.27732483	6.34
117.70244133	5.85924245	6.98
117.71294838	4.45939601	6.65
117.72258006	0.07954261	6.54
117.73016385	-11.12852084	6.33
117.75034183	-24.52848631	6.44
117.75085419	31.61363455	6.89
117.75987223	33.23363630	6.11
117.77396083	54.12911093	6.13
117.77629975	-18.24733443	6.76
117.80823867	-47.21643402	6.50
117.81393599	37.08215389	6.62
117.83476239	-43.09524646	6.29
117.83535293	-9.40469979	6.86
117.91817864	-42.88822205	5.98
117.92035359	-12.81939332	6.46
117.92498666	1.76687765	5.09
117.92939105	-21.17374245	5.78
117.94309895	-13.89719057	5.28
117.95482475	-20.72057262	6.88
117.98667865	19.32517752	6.20
118.01622073	45.93309767	6.57
118.02983762	3.27753363	6.27
118.05435622	-40.57579889	3.86
118.06584635	-34.70602121	5.11
118.07868058	-14.84617833	5.79
118.11811343	-13.86258320	6.77
118.12394382	-54.36718432	5.64
118.15188452	55.20954589	6.37
118.16105542	-38.86282206	4.43
118.19946278	-5.42818693	5.86
118.26464297	-36.36377387	5.61
118.26517655	-49.61307949	4.54
118.30677306	-34.93854086	6.79
118.32567862	-48.10294824	4.19
118.33776816	28.05202293	6.92
118.37431874	26.76585858	5.00
118.41065895	-23.31372460	6.93
118.49458874	-26.34881861	6.74
118.50922265	-41.70293783	6.83
118.52993653	-18.33103329	6.96
118.54588048	-35.87729557	5.42
118.55543385	21.10529949	6.93
118.60638052	-28.10536210	6.63
118.62199178	47.38597337	6.42
118.66636484	-34.84668366	6.27
118.67807760	47.56459225	5.60
118.72246913	-57.30288338	5.78
118.75182427	-52.58335768	6.36
118.79598258	9.34998208	6.98
118.80777774	-30.91771061	6.59
118.87161042	-19.04739028	6.89
118.88099024	8.86305710	5.95
118.91626746	19.88406657	5.37
118.92028680	35.41274781	6.30
118.94414755	-43.84505768	5.99
118.95892433	-45.98006888	6.71
118.99422811	-12.60839602	6.73
119.02694976	23.62385015	6.79
119.04813586	-51.33844426	6.93
119.06463927	29.85206618	6.95
119.06573292	-61.09946520	6.74
119.07772578	-60.52646168	5.89
119.07863116	80.26532526	6.69
119.09047757	-20.46324858	6.86
119.09468059	-30.28453466	6.12
119.09962936	4.48558456	6.32
119.10055412	-40.73618197	6.72
119.11135122	56.50450871	6.73
119.19475729	-52.98240062	3.39
119.21482616	-22.88014849	4.34
119.24087180	-43.50042396	5.30
119.24088448	-42.40651530	6.25
119.24778711	15.79038246	5.97
119.26260924	-34.37844543	6.97
119.30316882	-63.29688070	6.11
119.31617316	8.64127641	6.19
119.31829276	1.12702230	6.46
119.32679394	-44.10987569	5.02
119.33365125	-47.89072855	6.18
119.41559451	77.57647786	6.94
119.41713237	-30.33458703	4.83
119.42319782	-65.90873924	6.78
119.43843756	-60.92649019	6.87
119.44293578	-60.30336068	5.71
119.46555642	-45.57774475	5.31
119.47829592	-40.78436106	6.63
119.52459597	7.21355485	6.42
119.56018303	-49.24492865	4.38
119.56888565	43.97736214	6.53
119.58644862	2.22452544	5.46
119.58946876	-51.44857837	6.51
119.59296341	-60.85774590	6.74
119.62637992	2.93587585	6.71
119.63114807	16.51869028	6.18
119.68826315	5.62327036	6.93
119.71065387	-60.82448838	5.76
119.75306445	-48.37632145	6.80
119.75754809	-45.21586305	5.93
119.77384363	-23.31040264	5.26
119.80129013	-49.97686927	6.30
119.80652353	-49.97378939	6.43
119.81573907	-73.24412159	6.38
119.86843828	-39.29683773	5.31
119.89611315	13.24220492	6.21
119.90317921	79.86150072	6.99
119.90644286	-60.58708857	5.26
119.91705080	-60.20737695	6.29
119.93410303	-3.67957835	5.10
119.94138074	-47.30354719	6.69
119.96413674	36.08209513	6.61
119.96689649	-18.39914242	4.64
120.04898399	73.91801010	5.51
120.06132736	-48.98161594	6.03
120.08139500	-45.45696814	6.80
120.08320513	-63.56750271	4.76
120.12068883	-48.87177402	6.10
120.15177561	12.64180933	6.76
120.18390745	-2.88192476	6.44
120.19714045	17.30870968	5.77
120.20040476	19.81623542	6.47
120.20467441	12.67844914	6.78
120.20818254	-54.15129599	5.82
120.23275932	25.39282019	6.03
120.25330632	23.58316149	6.48
120.26436586	-6.41908231	6.60
120.30540155	-1.39242418	4.81
120.30795569	4.87977849	5.66
120.33644785	59.04731836	5.87
120.34603423	-54.51554272	6.11
120.37619077	16.45532309	6.00
120.38160067	-55.45467367	6.23
120.40636615	-37.28373201	5.96
120.42705665	60.32440752	6.08
120.43238778	25.08943685	6.33
120.46137519	8.91393208	6.34
120.46357879	-44.59992036	6.72
120.47999582	35.41308517	6.45
