RA	DEC	MAG	DIST	B-V
312.52013154	44.05898220	5.12	42.25	0.198
312.54391842	29.38425838	8.47	20.67	1.068
312.63665925	52.89852926	9.83	22.44	1.160
312.66352585	26.34652874	9.75	49.78	0.966
312.67831638	-56.24122993	9.11	40.97	0.814
312.73985102	-1.83584525	9.93	39.89	1.035
312.77724422	7.02788342	9.98	48.29	0.900
312.91376538	-45.45608360	9.86	38.21	1.010
312.93354182	74.77892856	7.95	29.59	0.685
313.06229252	66.28406696	10.67	42.94	1.095
313.06793531	-39.99697891	10.45	35.10	1.332
313.13835215	-16.97481280	11.37	5.49	1.653
313.16335749	-8.98323782	4.81	47.60	0.325
313.27321911	-11.57376168	6.52	45.11	0.661
313.33245263	62.15627228	8.63	7.04	1.483
313.45595476	-18.78909774	9.87	38.34	1.085
313.48889785	-2.76502468	11.17	33.81	1.275
313.77721400	13.17584752	8.94	22.71	1.054
313.78402350	-52.11958400	7.15	46.21	0.607
313.88295427	14.14277131	9.22	37.27	0.748
313.94849197	-17.11402614	7.42	47.71	0.544
313.99701101	-59.94488526	11.55	28.12	1.460
314.07879536	-12.16878685	11.89	47.87	1.347
314.16243372	34.98405965	10.96	49.26	1.140
314.19424722	-10.44580703	11.50	14.77	1.563
314.19695920	-26.29621951	5.81	21.00	0.507
314.20029476	-4.84643951	11.91	17.68	1.490
314.35362622	22.36324373	12.09	13.65	1.533
314.41458150	26.40484620	7.06	33.21	0.584
314.41870003	-44.12700027	6.64	21.62	0.587
314.54702582	40.19089987	10.87	39.14	0.000
314.67385352	34.27453088	11.12	23.36	1.741
314.77766499	-16.09296866	11.41	34.34	1.380
314.78484448	3.55438416	12.10	31.85	1.400
314.81022818	-10.71368450	8.65	33.26	0.955
314.81821169	-47.98316534	10.69	44.25	1.348
314.88612193	1.06540590	8.75	47.66	0.673
314.91765841	-52.17463637	8.48	42.70	0.829
314.96173603	16.82436487	6.71	47.78	0.376
314.96340874	-58.75774035	11.77	31.26	1.437
314.97958038	40.25831099	6.70	39.06	0.584
314.99841027	-36.12949945	6.19	41.48	0.400
315.01322358	70.66879186	9.44	25.73	1.120
315.02032565	40.07087912	10.21	15.10	1.520
315.02098891	-69.57874959	7.00	37.20	0.627
315.08985065	-51.26563421	5.87	28.51	0.480
315.12377485	17.36465627	9.94	39.06	1.073
315.14088420	-4.72992404	6.34	26.46	0.635
315.20365147	-8.34293465	8.17	33.51	0.747
315.23835497	-42.02909236	11.24	41.55	1.217
315.30620944	-35.18395422	7.81	45.09	0.620
315.36964444	79.29548817	8.80	49.41	0.717
315.40990679	-0.47741548	10.93	36.22	1.407
315.41221731	-32.52418210	9.45	20.46	1.239
315.47072383	-22.58241558	9.72	38.70	1.055
315.49490141	-6.31766657	11.26	13.82	1.527
315.57578703	-52.29159063	9.49	30.49	1.046
315.59151257	37.65440838	7.86	43.80	0.748
315.60742444	-38.94995969	10.53	38.97	1.158
315.60770637	27.80732971	7.46	49.85	0.614
315.66400701	-50.49307812	9.20	43.84	1.027
315.66841111	45.88442774	7.84	19.36	0.970
315.69566456	-64.29470934	11.17	41.29	1.190
315.74156102	-38.63118269	5.41	35.31	0.424
315.77312910	-19.32058937	8.68	47.04	0.632
315.80970266	-56.96429043	12.85	14.18	1.653
315.87289175	-1.57964646	7.00	48.36	0.423
315.90836469	25.54952353	9.64	45.31	0.894
315.99371010	-6.13962895	10.62	49.46	0.959
316.06966121	-45.15155739	10.25	47.98	1.089
316.10135259	-19.85493122	4.90	48.45	0.169
316.17928592	-77.02286938	5.23	45.31	0.490
316.22474842	-16.95391715	11.55	19.14	1.443
316.28311671	7.94565595	8.11	44.31	0.654
316.33208234	7.07066797	8.41	14.84	1.119
316.36162027	5.95848857	6.06	36.95	0.538
316.38155677	-59.13832667	9.56	33.60	1.040
316.42046758	26.64140138	10.89	45.31	1.050
316.45202612	15.32741269	6.75	43.82	0.476
316.48462631	4.42842441	12.28	22.92	1.548
316.48658082	-17.23271095	4.08	48.52	-0.010
316.59746974	71.43207905	5.97	49.12	0.386
316.65568835	80.79316809	11.13	33.50	1.260
316.71181258	38.74149446	5.37	3.48	1.069
316.71746843	38.73441392	6.15	3.50	1.309
316.73419305	69.67443613	8.33	32.84	0.766
316.79229538	-13.92281646	7.27	17.65	0.901
316.93216234	-5.56643033	7.70	49.78	0.546
316.93997560	-67.92003933	8.70	26.77	0.840
316.95117851	29.75678655	9.73	35.05	1.102
316.98503793	7.43297030	8.15	35.89	0.692
317.00797917	25.17662957	9.97	34.97	1.160
317.01830296	-9.16604484	9.85	44.62	0.997
317.10376291	5.65019869	12.61	46.97	1.348
317.15926356	42.53564064	9.73	49.85	0.909
317.17220695	73.69777798	8.84	30.68	0.832
317.18964368	-4.42684949	9.54	26.38	1.150
317.24849969	6.72346067	8.50	42.25	0.393
317.28818667	23.72835959	9.85	49.02	0.940
317.30585662	54.35351092	9.93	45.02	1.003
317.32082857	-13.29765532	10.95	12.15	1.490
317.33177202	-82.02714188	7.12	24.22	0.619
317.33965419	-73.17226994	5.79	18.73	0.590
317.44119442	19.21070295	7.07	43.03	0.507
317.50153395	-53.05460633	11.77	44.39	1.290
317.50925816	-13.17663262	10.67	45.31	1.110
317.58529617	10.13194861	4.78	35.24	0.262
317.60510791	-54.57369241	7.17	32.33	0.687
317.72881376	29.42378925	11.12	31.70	1.372
317.79605824	45.45663927	7.97	30.60	0.780
317.84502064	-52.33929197	7.10	48.85	0.575
317.85278744	5.49393274	11.91	48.36	1.262
317.86854142	-5.30910191	11.09	33.74	1.301
317.95581262	-43.61197308	12.09	14.33	1.586
317.99627899	17.72993320	7.48	35.39	0.525
318.05695050	-40.26882840	5.93	32.36	0.450
318.09400019	-15.00000422	7.55	47.92	0.654
318.23408977	30.22708128	3.37	46.25	0.990
318.24020897	30.80924687	7.46	26.94	0.666
318.26219780	-39.42464394	5.35	33.38	0.460
318.34311749	11.21156166	8.32	49.33	0.665
318.42691572	64.40420824	6.51	41.39	0.625
318.50685518	-29.66343267	7.51	29.74	0.689
318.61995883	10.00771855	4.59	18.48	0.529
318.63657917	-22.87807338	8.52	49.68	0.614
318.69727757	38.04432043	3.82	20.92	0.393
318.74080489	-20.78891836	8.22	46.34	0.714
319.11831278	53.31173574	9.27	43.08	0.924
319.13491990	9.39411501	8.05	16.17	1.020
319.24857194	-46.06213974	10.18	42.00	1.079
319.25849385	-1.07736898	8.22	42.86	0.737
319.32379676	-38.86457451	6.75	3.95	1.397
319.51125500	0.16203347	8.32	19.22	0.990
319.52131000	-29.51305066	8.61	47.42	0.667
319.61281475	-43.33470265	6.88	23.79	0.637
319.64408982	62.58545529	2.51	14.96	0.257
319.65455595	8.95975955	7.38	42.05	0.488
319.66278843	-8.03950836	9.96	37.44	1.111
319.68219340	-61.35172058	6.73	31.15	0.689
319.74221892	26.23052250	8.59	40.85	0.750
319.82665235	-0.55460608	11.66	40.83	1.409
319.94168340	-26.35201100	6.70	18.73	0.737
319.96618253	-53.44926434	4.45	29.78	0.191
320.04356389	-67.65177667	10.97	19.94	1.450
320.05803606	-19.85053177	9.19	16.38	1.340
320.13606921	-23.60654135	10.70	47.44	1.024
320.19421125	-38.78156145	7.99	36.38	0.687
320.20803012	-53.03397741	8.78	45.85	0.690
320.24906413	-52.47754306	9.03	46.04	0.854
320.25599353	40.34557430	6.51	26.57	0.533
320.33983356	10.33237822	6.83	46.43	0.535
320.34879161	-51.75239817	6.89	47.96	0.654
320.35146501	-66.91568905	9.11	30.75	1.010
320.47312814	-4.17399146	8.17	39.65	0.762
320.50170540	31.10078421	10.79	40.93	1.210
320.52139118	19.80435581	4.25	47.19	1.108
320.53253046	-10.51328569	10.33	48.31	1.255
320.53531512	-51.35497835	9.90	43.92	1.022
320.61097633	10.87368321	10.01	20.71	1.495
320.67499941	76.55472783	6.99	38.96	0.640
320.84425942	-41.55216330	7.75	37.69	0.741
320.86277076	-75.49407487	8.02	34.23	0.687
320.95318062	-40.70142179	12.38	47.60	1.500
321.04766053	-12.87813020	5.56	48.08	0.297
321.06351940	-58.69225955	8.82	25.39	1.063
321.07387208	-46.69295614	12.54	26.87	1.520
321.15296145	32.12327161	11.23	43.37	0.000
321.16841880	-68.22824529	7.12	20.47	0.723
321.25733616	-23.31852649	10.06	48.29	0.989
321.31969271	70.47744396	7.40	25.73	0.619
321.33078455	46.71422433	5.67	34.32	0.335
321.37124758	27.21108272	8.42	27.91	0.828
321.48343273	-31.18263466	9.62	49.46	0.858
321.61038385	-65.36814438	4.33	9.22	0.494
321.61088664	19.37559788	6.14	46.04	0.235
321.61661904	1.10375193	6.22	47.87	0.481
321.67697943	3.73727114	10.57	28.64	1.369
321.74067096	-56.12560249	8.80	23.19	0.924
321.74117770	81.74211468	8.20	46.99	0.800
321.75462752	-44.80901766	7.63	23.52	0.876
321.77775816	16.12438738	6.83	33.83	0.529
321.82016620	-6.84330192	11.18	16.24	1.500
321.88813387	34.02505987	11.12	29.68	1.785
322.00400503	64.38751380	8.99	38.68	0.840
322.03399511	32.22513677	5.83	44.62	0.333
322.04847162	10.61052776	8.89	45.89	0.864
322.05075067	-21.72559552	8.13	47.30	0.697
322.05807593	-11.56817350	6.72	35.20	0.490
322.18516207	-47.26156242	12.39	37.43	1.420
322.27674027	19.48472656	10.98	42.77	1.305
322.40081536	17.64237600	10.30	6.74	1.620
322.44358337	45.89363408	8.06	29.76	0.759
322.46508368	-55.01697917	11.65	47.64	1.380
322.50894501	-12.50943675	9.18	18.06	1.261
322.67689839	-24.16833565	10.75	43.74	1.224
322.69890767	-62.16740825	7.27	39.14	0.596
322.71276739	36.88926842	10.86	48.54	1.030
322.75498966	59.41806489	7.00	49.53	0.681
322.75678551	23.33573366	9.37	25.06	1.050
322.82467099	-9.79053173	11.95	8.01	1.703
322.91299154	64.81884175	10.42	31.53	1.500
322.93540708	22.23575309	9.69	46.88	0.831
322.95729320	33.63334974	8.99	34.72	0.955
323.00307441	-30.39945058	11.93	44.80	1.414
323.04868987	0.22163403	9.86	49.36	0.954
323.08819494	-20.96920313	11.53	32.64	0.000
323.09868346	-20.95711934	8.60	26.95	0.878
323.22594895	-76.89823685	10.31	35.95	1.037
323.23852572	24.12727014	8.69	38.20	0.835
323.25253434	62.00197884	9.47	23.15	1.163
323.28639768	40.82464524	7.92	28.77	0.810
323.37853981	-27.89010323	7.78	47.19	0.656
323.38067138	-2.50575502	10.66	43.63	1.610
323.39173448	-49.00701800	8.70	4.94	1.521
323.49530361	45.59206564	4.14	38.17	0.885
323.58786780	-7.74623926	10.84	47.57	1.150
323.68033418	-49.56086328	11.25	43.03	1.290
323.70795231	51.53634769	11.87	17.43	1.800
323.71278777	-20.08438179	5.79	27.13	0.423
323.71454398	-49.79279508	8.26	41.51	0.622
324.16136849	39.45609314	10.26	21.37	1.433
324.17021740	-50.84490039	7.29	14.74	0.879
324.19816771	-30.72462545	8.17	49.50	0.699
324.21166228	-60.44016659	10.20	35.79	1.379
324.45461176	-25.20017020	11.18	48.59	1.298
324.45795858	53.08015269	10.71	30.28	1.012
324.48288667	-63.71168532	10.70	21.02	1.420
324.50030674	27.72392564	9.94	13.15	1.495
324.53622873	-2.30246874	8.78	36.75	0.844
324.66971114	-18.69143256	8.52	47.39	0.641
324.73404855	80.67750303	9.06	42.16	0.867
324.75463604	20.26545357	5.85	39.11	0.314
324.77527499	-33.67875173	6.44	45.13	0.949
324.79124450	-27.30636802	6.88	25.56	0.623
324.83679644	-37.14088468	8.21	40.31	0.684
324.88079413	-0.05114059	6.76	43.23	0.514
324.97580829	27.61262152	11.65	25.14	1.515
325.02225935	-16.66225343	3.77	42.59	0.320
325.09640829	-71.50320116	7.55	49.75	0.536
325.11512132	-2.01730821	8.69	40.55	0.672
325.12528790	-74.07479689	7.20	22.14	0.755
325.17809989	84.33333718	8.51	28.89	0.868
325.18065044	-31.25491120	11.47	48.10	1.231
325.25589694	11.26332697	9.30	32.30	1.006
325.27029876	-18.73957344	10.85	49.98	1.105
325.27488546	26.75088747	7.58	26.89	0.686
325.36863801	-77.38946215	3.90	21.18	1.008
325.38722004	-14.04686040	5.29	32.54	0.672
325.51698160	-30.59409703	10.57	30.31	1.295
325.54159600	-41.12422092	8.96	23.58	1.054
325.56940833	-57.61299150	8.50	37.43	0.756
325.63731257	17.84258118	11.08	45.19	1.189
325.66899426	63.72156423	6.99	36.00	0.531
325.75835418	-43.49594701	6.79	37.65	0.559
325.77141788	63.18029865	9.59	37.89	1.059
325.82654449	12.51853413	7.98	47.69	0.654
325.98865008	-46.61361945	9.36	46.13	0.831
325.99648605	-57.32511897	6.60	43.38	0.484
326.00208294	-57.28292464	6.97	42.92	0.477
326.03501874	28.74322228	4.60	22.40	0.512
326.04258857	25.33288382	9.61	44.66	0.781
326.05491855	6.64186705	12.14	21.14	1.522
326.10594455	46.86277227	6.70	47.85	0.413
326.12503938	41.59736227	9.73	20.30	1.334
326.12530288	-60.97724408	11.74	42.27	1.400
326.12996019	14.77221491	6.08	18.39	0.587
326.16126755	25.64500284	4.23	35.29	0.425
326.22544265	44.28740017	11.51	26.99	0.000
326.25244452	-52.46457223	9.94	39.81	0.963
326.27061820	19.89372104	11.97	32.14	0.000
326.34103647	-12.78335331	6.79	38.91	0.439
326.37365017	-21.55829512	11.05	20.91	0.448
326.46846152	70.34786556	8.15	37.98	0.727
326.53573489	-54.31282612	11.37	48.10	1.310
326.64868207	-57.70118154	8.87	19.03	1.322
326.75952199	-16.12656595	2.94	11.82	0.180
326.86000985	6.60460285	10.30	44.01	1.055
326.94634586	-63.92407511	8.72	44.72	0.674
326.95995883	-16.07963206	8.19	47.44	0.613
326.97994773	-52.93042289	7.73	33.98	0.660
326.99984672	-40.25522434	8.76	23.74	0.960
327.06503724	-47.30289790	5.70	15.64	0.601
327.13077324	-78.43352819	8.86	45.13	0.819
327.25397112	75.00046757	9.12	35.73	0.860
327.27196165	-72.10178403	9.62	16.13	1.420
327.29637525	-41.55787029	11.52	13.44	1.570
327.44215285	-11.68176984	10.94	29.52	1.367
327.49989796	-41.24560413	10.66	22.50	1.328
327.52036369	-38.61429056	7.58	49.04	0.573
327.53601656	17.28595705	5.43	33.43	0.394
327.59646679	-16.19618759	8.42	38.55	0.735
327.59889076	-58.30482369	8.03	40.88	0.726
327.65105301	28.76722436	8.11	49.33	0.737
327.65515806	49.43782575	7.95	34.12	0.777
327.80036647	-52.26066235	11.45	33.46	1.633
327.85162544	-23.27041392	6.96	39.82	0.487
327.91349637	0.84958446	8.77	35.12	0.848
327.97112044	42.34462130	8.00	29.47	0.798
328.00623677	5.54295109	11.78	32.31	1.420
328.01316292	-45.00734956	9.61	37.13	1.003
328.02740852	1.90688421	8.33	31.28	0.880
328.04029234	-62.05214091	7.34	45.09	0.510
328.04311663	5.62699381	12.15	31.83	1.530
328.08054635	39.80171233	8.38	40.08	0.720
328.10570848	2.38950195	12.88	25.10	-0.011
328.12481712	28.79369216	5.62	27.66	0.426
328.26075656	-64.21736183	9.97	27.95	1.180
328.27231906	20.93076463	8.32	23.98	0.937
328.32326591	-13.55180134	5.17	27.66	0.378
328.33520805	-73.72526156	8.85	48.19	0.746
328.42380435	-28.67007866	7.96	36.28	0.733
328.49458666	41.77989728	10.41	23.22	1.333
328.55900174	66.73147224	9.95	39.06	1.021
328.57885729	19.71605586	8.53	27.82	0.569
328.68706116	32.32913686	7.88	20.32	0.911
328.68992850	-46.99184596	12.03	15.12	1.560
328.69000586	-73.43741843	7.57	39.84	0.696
328.71125142	-77.33754250	8.39	26.38	1.000
328.74830196	53.93539119	7.03	48.08	0.486
328.79464281	-69.02000983	9.09	46.55	0.670
328.79724631	-61.88638824	6.01	46.53	0.393
328.85220874	-61.20960592	9.96	36.60	1.048
328.88092338	10.88041945	7.81	44.42	0.640
328.92481722	-29.70570198	8.61	33.09	0.842
329.02226034	55.71032181	11.02	42.86	1.700
329.33238710	-37.76333471	7.59	43.99	0.568
329.35839099	8.13695772	11.10	19.83	1.439
329.38585366	43.49149077	10.63	31.57	1.806
329.42181611	-51.00525542	10.47	16.23	1.510
329.45508609	-29.11602653	9.19	31.12	1.035
329.45970593	-17.78490080	11.81	41.51	1.393
329.55638101	82.86966645	7.03	39.40	0.517
329.58489565	82.87115816	7.60	38.42	0.698
329.59989019	75.58900273	10.66	20.86	0.742
329.60127428	-12.66480802	7.29	34.41	0.640
329.61900554	3.77724024	7.07	42.23	0.577
329.63164754	34.65887770	9.23	31.55	1.040
329.67115015	29.81356873	7.06	29.31	0.501
329.72097166	-31.08188072	10.81	44.11	0.945
329.72910838	-4.37249443	6.38	36.01	0.971
329.78456262	-46.76276730	11.86	26.43	1.653
329.78664186	3.19760020	8.59	35.52	0.755
329.81293227	73.18028413	5.14	37.50	0.439
329.88377294	-60.93274382	9.69	23.23	1.202
329.89032084	-59.75250920	9.79	11.87	1.479
329.97373132	-62.10437818	12.08	42.54	1.420
329.98581884	-54.65464800	9.71	43.57	0.711
330.00949487	54.10761169	7.67	47.01	0.553
330.11717310	33.68000695	9.58	49.02	0.946
330.30365718	28.30681743	11.97	8.96	1.718
330.40196827	-53.09235478	7.25	35.77	0.572
330.45336272	16.46707780	10.71	16.41	1.498
330.47537321	4.77070373	8.14	45.75	0.687
330.52232491	44.34309517	8.10	33.57	0.693
330.54391282	1.40090869	9.23	10.31	1.453
330.56510841	-54.49229349	9.15	47.42	0.847
330.62772260	11.37114465	8.19	46.82	0.576
330.63740680	-32.13380356	6.74	30.08	0.504
330.68737072	8.32860598	12.24	45.98	1.437
330.69196666	-12.21688064	9.98	49.93	0.737
330.69346401	12.12508993	12.11	43.57	0.000
330.72119167	-3.79390763	11.11	41.70	1.140
330.79481049	18.88436326	7.77	47.08	0.594
330.82266498	-56.77980602	4.83	3.63	1.056
330.86172081	-50.64277735	12.15	21.80	1.570
330.89790105	-55.97673111	7.00	48.17	0.564
330.92623920	-60.43746373	8.00	42.94	0.617
330.94650782	64.62775425	4.35	31.18	0.379
331.01983996	-69.92476985	11.04	29.80	1.340
331.07301413	2.60583282	9.60	36.44	1.134
331.08229500	20.26587989	8.51	31.87	0.816
331.12874728	5.77598056	11.05	49.21	1.243
331.33111610	-23.43830156	9.00	49.48	0.670
331.33905209	29.54887664	10.93	45.83	0.000
331.39636449	-9.89725474	9.21	49.98	0.754
331.41909620	12.37770847	9.69	46.47	0.672
331.46440393	-11.91374790	10.20	21.41	1.408
331.48804757	8.21903517	11.26	36.35	1.390
331.52181508	-5.35791736	7.72	35.51	0.674
331.54925776	10.09132575	10.59	10.66	0.668
331.55435503	-14.89599202	7.22	46.45	0.445
331.64532357	-34.40845182	10.38	47.39	1.020
331.67632433	53.13147765	7.93	31.26	0.788
331.69155839	-45.39179667	8.58	30.20	0.860
331.75197729	25.34504610	3.87	11.76	0.435
331.87637290	-68.02335188	7.11	44.46	0.585
331.95055047	37.61701479	9.68	40.02	0.876
331.97161384	-70.28573357	6.78	29.87	0.544
332.04101296	-51.21792663	10.64	49.21	1.186
332.05781838	-46.96061593	1.70	31.09	-0.070
332.09563830	-32.98839827	4.52	39.98	0.054
332.17025791	45.74213801	6.25	42.03	0.763
332.19738566	-13.30043723	7.01	49.02	0.469
332.27337953	2.90213651	11.48	36.19	1.413
332.34355245	35.12938837	7.57	42.61	0.561
332.37423100	-7.54756077	6.68	21.29	0.773
332.39370333	-41.22471729	7.96	43.76	0.660
332.41534076	-4.64068104	10.37	8.77	1.531
332.46386467	29.35170209	11.97	35.88	1.436
332.46869753	52.58910180	9.74	41.88	0.900
332.53347227	-42.90202878	10.38	33.62	1.157
332.53534803	-32.54844042	5.04	18.74	0.489
332.54924902	6.19778900	3.55	29.61	0.086
332.60810253	18.79717511	7.70	48.59	0.618
332.63244070	22.79715401	9.34	37.13	0.924
332.64709359	-40.41163680	9.68	48.47	0.960
332.66209270	70.13251390	5.61	32.67	0.391
332.68239090	71.12842883	7.63	42.19	0.631
332.68564680	7.90906109	11.02	37.55	1.480
332.71076437	15.70827510	8.15	44.96	0.598
332.79956227	36.25693789	7.37	22.44	0.812
332.80068501	-12.86146512	11.15	41.48	1.320
332.82130935	41.01466674	11.19	22.30	1.460
332.87454924	18.42575716	10.26	11.44	1.465
332.95214631	56.83904211	5.36	37.00	0.534
333.02771721	31.56242247	10.28	41.48	1.167
333.07010860	-54.97781052	9.80	49.04	0.955
333.10725718	-14.19384149	6.13	43.48	0.386
333.14950918	8.55485737	12.04	13.89	1.553
333.18086457	-6.46896918	7.56	37.64	0.535
333.20069587	-56.41912988	9.86	45.00	1.010
333.24839767	-47.38618788	11.65	22.62	0.660
333.47176854	5.27662819	11.90	25.65	1.456
333.61092518	2.70665190	10.51	30.93	1.252
333.63147589	27.85389824	10.42	19.78	1.426
333.64502103	-32.30798672	9.65	29.64	1.070
333.65920556	-41.37974331	6.35	22.13	0.648
333.65926191	-15.81766487	6.70	38.18	0.890
333.69990920	24.31491056	7.10	48.26	0.480
333.75699582	57.04346522	4.26	25.73	0.278
333.93510178	-18.14433255	9.79	48.54	0.903
333.97468327	54.67272055	7.65	21.45	0.810
334.12996055	68.33981857	9.35	23.99	1.170
334.23445023	-14.65692783	7.27	45.54	0.476
334.31096602	12.89825178	7.17	30.72	0.606
334.41352404	-48.65023722	8.55	25.39	0.961
334.46123241	-77.51158803	5.56	38.46	0.312
334.47731670	-32.47834360	8.75	44.37	0.717
334.51790289	-0.23752268	6.49	41.48	0.441
334.55445139	-3.17220379	11.30	44.01	1.399
334.56326060	-53.62553594	5.50	13.61	0.614
334.69200174	-29.75235243	10.07	39.43	1.130
334.80199538	36.90898606	10.72	45.62	0.951
334.85443256	12.46003053	8.12	41.88	0.666
334.89219577	21.36666866	10.30	49.70	1.586
334.89327202	-16.70415695	7.40	44.72	0.526
334.96884359	-37.27507462	10.26	36.21	1.240
335.00576494	-49.06058414	11.04	34.82	1.287
335.14434260	54.84202846	7.52	47.57	0.497
335.21440262	46.06236736	7.54	49.24	0.474
335.23206764	-41.43013541	8.78	47.35	0.663
335.23238665	8.18668942	6.28	31.80	0.451
335.41374983	-1.38735315	3.84	48.38	-0.057
335.42922717	-65.52618602	12.09	16.03	1.653
335.56829764	-54.56118326	9.09	13.38	1.329
335.64880294	-50.80490412	8.88	28.46	0.833
335.69578815	-29.61919948	8.33	38.36	0.752
335.78246322	-45.92834717	5.71	40.62	0.372
335.78747301	9.46099598	8.05	32.43	0.682
335.87051591	32.45993621	10.77	16.08	1.570
335.88611328	-57.21971474	10.79	19.39	1.470
335.91398136	20.84826537	6.32	33.90	0.518
336.14329493	-72.25377388	5.40	28.90	0.660
336.15715048	39.43052527	8.17	45.70	0.678
336.19019395	22.55129424	8.92	21.39	1.180
336.19846318	34.72377718	10.44	43.67	1.185
336.23413615	-57.79661017	5.45	20.49	0.665
336.26150214	-33.20484572	10.70	32.54	1.312
336.26734817	-13.99820984	8.77	41.72	0.770
336.40219687	-34.90950883	10.66	40.83	1.210
336.41844019	-24.72873317	9.66	42.32	0.925
336.46260706	-75.01571925	6.25	23.05	0.599
336.46962201	-37.19758817	10.57	33.41	1.335
336.47871205	35.36532314	8.46	29.17	0.902
336.48437945	-75.01469938	9.54	16.60	1.120
336.55576323	-19.18836610	9.38	26.76	1.135
336.63413100	79.81531496	9.47	43.80	0.914
336.63507240	63.87867078	9.65	25.02	1.102
336.63911531	4.60957063	9.83	46.15	0.821
336.64228154	-16.74214759	5.69	20.08	0.618
336.65507484	4.39363758	5.87	39.46	0.519
336.70809859	-54.75615525	10.38	46.32	1.210
336.76036698	-62.52480059	8.93	34.33	0.867
336.85160006	-49.36514752	7.62	35.84	0.730
336.96448769	4.69641070	4.95	49.04	1.039
337.00174003	57.69702005	9.57	4.01	1.613
337.05511012	23.53267041	8.66	46.32	0.851
